Crosswalk of VCCF Types annotated cells to Cell Ontology,,,,,,
,,,,,,
Author Name(s):,Aleix Puig-Barbe,,,,,
pancreas-geomx-ufl_L1,UBERON:0001264,epithelial cell,VCCF:0000407,epithelial cell,CL:0000066,skos:exactMatch
pancreas-geomx-ufl_L1,UBERON:0001264,unknown cell,VCCF:0000408,cell:unknown,CL:0000000,skos:narrowMatch
pancreas-geomx-ufl_L2,UBERON:0001264,beta cell,VCCF:0000409,type B pancreatic cell,CL:0000169,skos:exactMatch
pancreas-geomx-ufl_L2,UBERON:0001264,gland epithelium cell,VCCF:0000410,glandular secretory epithelial cell,CL:0000150,skos:exactMatch
pancreas-geomx-ufl_L2,UBERON:0001264,unknown cell,VCCF:0000411,cell:unknown,CL:0000000,skos:narrowMatch
pancreas-geomx-ufl_L3,UBERON:0001264,beta cell:pancreatic,VCCF:0000412,type B pancreatic cell,CL:0000169,skos:exactMatch
pancreas-geomx-ufl_L3,UBERON:0001264,epithelial cell:ductal,VCCF:0000413,duct epithelial cell,CL:0000068,skos:exactMatch
pancreas-geomx-ufl_L3,UBERON:0001264,unknown cell,VCCF:0000414,cell:unknown,CL:0000000,skos:narrowMatch
skin-celldive-ge_L1,UBERON:0002097,immune cell,VCCF:0000415,leukocyte,CL:0000738,skos:broadMatch
skin-celldive-ge_L1,UBERON:0002097,epithelial cell,VCCF:0000416,epithelial cell,CL:0000066,skos:exactMatch
skin-celldive-ge_L2,UBERON:0002097,macrophage,VCCF:0000417,macrophage,CL:0000235,skos:exactMatch
skin-celldive-ge_L2,UBERON:0002097,t cell,VCCF:0000418,T cell,CL:0000084,skos:exactMatch
skin-celldive-ge_L2,UBERON:0002097,keratinocyte,VCCF:0000419,keratinocyte,CL:0000312,skos:exactMatch
skin-celldive-ge_L3,UBERON:0002097,macrophage,VCCF:0000420,macrophage,CL:0000235,skos:exactMatch
skin-celldive-ge_L3,UBERON:0002097,t cell:cd8+,VCCF:0000421,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
skin-celldive-ge_L3,UBERON:0002097,keratinocyte:ddb2+,VCCF:0000422,keratinocyte:ddb2-positive,CL:0000312,skos:narrowMatch
skin-celldive-ge_L3,UBERON:0002097,t cell:cd4+,VCCF:0000423,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
skin-celldive-ge_L3,UBERON:0002097,keratinocyte:ki67+ proliferating,VCCF:0000424,keratinocyte:ki67-positive proliferating,CL:0000312,skos:narrowMatch
skin-celldive-ge_L3,UBERON:0002097,keratinocyte:p53+,VCCF:0000425,keratinocyte:p53-positive,CL:0000312,skos:narrowMatch
skin-celldive-ge_L3,UBERON:0002097,t cell:regulatory,VCCF:0000426,regulatory T cell,CL:0000815,skos:exactMatch
skin-confocal-sorgerlab_L1,UBERON:0002097,immune cell,VCCF:0000427,leukocyte,CL:0000738,skos:broadMatch
skin-confocal-sorgerlab_L1,UBERON:0002097,unknown cell,VCCF:0000428,cell:unknown,CL:0000000,skos:narrowMatch
skin-confocal-sorgerlab_L1,UBERON:0002097,epithelial cell,VCCF:0000429,epithelial cell,CL:0000066,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,b cell,VCCF:0000430,B cell,CL:0000236,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,dendritic cell,VCCF:0000431,dendritic cell,CL:0000451,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,t cell,VCCF:0000432,T cell,CL:0000084,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,unknown cell,VCCF:0000433,cell:unknown,CL:0000000,skos:narrowMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,keratinocyte,VCCF:0000434,keratinocyte,CL:0000312,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,langerhans cell,VCCF:0000435,Langerhans cell,CL:0000453,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,leukocyte,VCCF:0000436,leukocyte,CL:0000738,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,macrophage,VCCF:0000437,macrophage,CL:0000235,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,myeloid cell,VCCF:0000438,myeloid cell,CL:0000763,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,abnormal cell,VCCF:0000439,abnormal cell,CL:0001061,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,b cell,VCCF:0000440,B cell,CL:0000236,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,dendritic cell:cd11b+,VCCF:0000441,CD11b-positive dendritic cell,CL:0002465,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,t cell:cd4+,VCCF:0000442,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,t cell:cd8+,VCCF:0000443,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,unknown cell,VCCF:0000444,cell:unknown,CL:0000000,skos:narrowMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,dendritic cell,VCCF:0000445,dendritic cell,CL:0000451,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,keratinocyte,VCCF:0000446,keratinocyte,CL:0000312,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,langerhans cell,VCCF:0000447,Langerhans cell,CL:0000453,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,leukocyte,VCCF:0000448,leukocyte,CL:0000738,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,macrophage,VCCF:0000449,macrophage,CL:0000235,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,myeloid cell,VCCF:0000450,myeloid cell,CL:0000763,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,t cell:regulatory,VCCF:0000451,regulatory T cell,CL:0000815,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,t cell:memory,VCCF:0000452,memory T cell,CL:0000813,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,tumor cell,VCCF:0000453,neoplastic cell,CL:0001063,skos:exactMatch
spleen-codex-ufl_L1,UBERON:0002106,immune cell,VCCF:0000454,leukocyte,CL:0000738,skos:broadMatch
spleen-codex-ufl_L1,UBERON:0002106,unknown cell,VCCF:0000455,cell:unknown,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L1,UBERON:0002106,endothelial cell,VCCF:0000456,endothelial cell,CL:0000115,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,b cell,VCCF:0000457,B cell,CL:0000236,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,t cell,VCCF:0000458,T cell,CL:0000084,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,unknown cell,VCCF:0000459,cell:unknown,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L2,UBERON:0002106,endothelial cell of sinusoid,VCCF:0000460,endothelial cell of sinusoid,CL:0002262,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,macrophage,VCCF:0000461,macrophage,CL:0000235,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,myeloid cell,VCCF:0000462,myeloid cell,CL:0000763,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,neutrophil,VCCF:0000463,neutrophil,CL:0000775,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,endothelial cell of lymphatic vessel,VCCF:0000464,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,b cell,VCCF:0000465,B cell,CL:0000236,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,t cell:cd4+ alpha-beta memory,VCCF:0000466,"CD4-positive, alpha-beta memory T cell",CL:0000897,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,t cell:cd8+ alpha-beta memory,VCCF:0000467,"CD8-positive, alpha-beta memory T cell",CL:0000909,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,unknown cell,VCCF:0000468,cell:unknown,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,cell:proliferating,VCCF:0000469,cell:proliferating,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,endothelial cell of sinusoid,VCCF:0000470,endothelial cell of sinusoid,CL:0002262,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,b cell:follicular,VCCF:0000471,follicular B cell,CL:0000843,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,macrophage,VCCF:0000472,macrophage,CL:0000235,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,myeloid cell,VCCF:0000473,myeloid cell,CL:0000763,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,neutrophil/monocyte,VCCF:0000474,myeloid leukocyte:neutrophil/monocyte,CL:0000766,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,endothelial cell of lymphatic vessel,VCCF:0000475,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,CD68,VCCF:0000476,cell:CD68-positive,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,DDB2,VCCF:0000477,cell:DDB2-positive,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,KI67,VCCF:0000478,cell:KI67-positive,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,Neutrophils/Monocytes,VCCF:0000479,myeloid leukocyte:Neutrophils/Monocytes,CL:0000766,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,P53,VCCF:0000480,cell:P53-positive,CL:0000000,skos:narrowMatch
tonsil-codex-stanford_L1,UBERON:0002372,immune cell,VCCF:0000481,leukocyte,CL:0000738,skos:broadMatch
tonsil-codex-stanford_L1,UBERON:0002372,neural cell,VCCF:0000482,neural cell,CL:0002319,skos:exactMatch
tonsil-codex-stanford_L1,UBERON:0002372,mesenchymal cell,VCCF:0000483,mesenchymal cell,CL:0008019,skos:exactMatch
tonsil-codex-stanford_L1,UBERON:0002372,epithelial cell,VCCF:0000484,epithelial cell,CL:0000066,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,b cell,VCCF:0000485,B cell,CL:0000236,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,lymphoid cell,VCCF:0000486,lymphocyte,CL:0000542,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,neuron,VCCF:0000487,neuron,CL:0000540,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,stromal cell,VCCF:0000488,stromal cell,CL:0000499,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,muscle cell,VCCF:0000489,muscle cell,CL:0000187,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,squamous epithelial cell,VCCF:0000490,squamous epithelial cell,CL:0000076,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,t cell,VCCF:0000491,T cell,CL:0000084,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,b cell,VCCF:0000492,B cell,CL:0000236,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,lymphoid cell:innate,VCCF:0000493,innate lymphoid cell,CL:0001065,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,neuron,VCCF:0000494,neuron,CL:0000540,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,stromal cell:podoplanin+,VCCF:0000495,stromal cell:podoplanin-positive,CL:0000499,skos:narrowMatch
tonsil-codex-stanford_L3,UBERON:0002372,plasma cell,VCCF:0000496,plasma cell,CL:0000786,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,muscle cell:smooth,VCCF:0000497,smooth muscle cell,CL:0000192,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,squamous epithelial cell,VCCF:0000498,squamous epithelial cell,CL:0000076,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,stromal cell,VCCF:0000499,stromal cell,CL:0000499,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,t cell,VCCF:0000500,T cell,CL:0000084,skos:exactMatch
,,endothelial cell,VCCF:0000501,endothelial cell,CL:0000115,skos:exactMatch
,,endothelial cell of vascular tree,VCCF:0000502,endothelial cell of vascular tree,CL:0002139,skos:exactMatch
