"Anatomical Structures, Cell Types and Biomarkers Table for Skeleton",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Katherine S Gustilo; Griffin Weber,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-5574-4272; 0000-0002-2597-881X,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.",,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM233.TRCP.638,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2023",,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,CT/1,CT/1/LABEL,CT/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,odontoid process of second cervical vertebra,odontoid process of cervical vertebra 2,UBERON:0004096,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,pedicle of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,spinous process of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,superior articular facet of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,superior articular process of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,superior vertebral notch of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,transverse foramen of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,transverse process of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,vertebral arch of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,vertebral body of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 2,vertebral bone 2,UBERON:0001093,vertebral foramen of second cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,inferior articular facet of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,inferior articular process of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,inferior vertebral notch of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,lamina of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,pedicle of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,spinous process of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,superior articular facet of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,superior articular process of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,superior vertebral notch of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,transverse foramen of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,transverse process of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,vertebral arch of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,vertebral body of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 3,mammalian cervical vertebra 3,UBERON:0004612,vertebral foramen of third cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,inferior articular facet of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,inferior articular process of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,inferior vertebral notch of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,lamina of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,pedicle of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,spinous process of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,superior articular facet of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,superior articular process of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,superior vertebral notch of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,transverse foramen of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,transverse process of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,vertebral arch of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,vertebral body of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 4,mammalian cervical vertebra 4,UBERON:0004613,vertebral foramen of fourth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 5,mammalian cervical vertebra 5,UBERON:0004614,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 5,mammalian cervical vertebra 5,UBERON:0004614,inferior articular facet of fifth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 5,mammalian cervical vertebra 5,UBERON:0004614,inferior articular process of fifth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 5,mammalian cervical vertebra 5,UBERON:0004614,inferior vertebral notch of fifth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 5,mammalian cervical vertebra 5,UBERON:0004614,lamina of fifth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 5,mammalian cervical vertebra 5,UBERON:0004614,pedicle of fifth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 5,mammalian cervical vertebra 5,UBERON:0004614,spinous process of fifth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 5,mammalian cervical vertebra 5,UBERON:0004614,superior articular facet of fifth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,axial skeleton,axial skeleton plus cranial skeleton,UBERON:0005944,vertebral column,vertebral column,UBERON:0001130,cervical vertebra,cervical vertebra,UBERON:0002413,cervical vertebra 5,mammalian cervical vertebra 5,UBERON:0004614,superior articular process of fifth cervical vertebra,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
