Crosswalk of Pan-human Azimuth Types annotated cells to Cell Ontology,,,,,,
,,,,,,
Author Name(s):,Aleix Puig-Barbe,,,,,
body_proper,UBERON:0013702,Double negative T cell (entry),PAZ:0000437,double negative thymocyte:entry,CL:0002489,skos:narrowMatch
body_proper,UBERON:0013702,S100A+ preNeutrophil,PAZ:0000438,neutrophil progenitor cell:S100A+,CL:0000834,skos:narrowMatch
body_proper,UBERON:0013702,L4 excitatory neuron,PAZ:0000439,neuron:L4 excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,L5 excitatory neuron,PAZ:0000440,neuron:L5 excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,L5/6 excitatory neuron,PAZ:0000441,neuron:l5/6 excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,L5b excitatory neuron,PAZ:0000442,neuron:L5b excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,L6 excitatory neuron,PAZ:0000443,neuron:L6 excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,TSHZ2 L4/5 excitatory neuron,PAZ:0000444,neuron:TSHZ2 L4/5 excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,L2/3 excitatory neuron,PAZ:0000445,neuron:L2/3 excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Differentiating Treg cell,PAZ:0000446,"CD4-positive, CD25-positive, alpha-beta regulatory T cell:differentiating",CL:0000792,skos:narrowMatch
body_proper,UBERON:0013702,CXCL13 exhausted CD8 T cell,PAZ:0000447,"CD8-positive, alpha-beta memory T cell:exhausted",CL:0000909,skos:narrowMatch
body_proper,UBERON:0013702,GZMB CD8 T cell,PAZ:0000448,"CD8-positive, alpha-beta memory T cell:GZMB",CL:0000909,skos:narrowMatch
body_proper,UBERON:0013702,GZMK CD8 T cell,PAZ:0000449,granzyme K-associated CD8 T cell,CL:4052021,skos:exactMatch
body_proper,UBERON:0013702,KLRB1 CD8 T cell,PAZ:0000450,"CD8-positive, alpha-beta memory T cell:KLRB1",CL:0000909,skos:narrowMatch
body_proper,UBERON:0013702,Cycling S100A+ preNeutrophil,PAZ:0000451,neutrophil progenitor cell:S100A+ cycling,CL:0000834,skos:narrowMatch
body_proper,UBERON:0013702,GZMK+IL7R- CD8 T cell,PAZ:0000452,granzyme K-associated CD8 T cell:IL7R-negative,CL:4052021,skos:narrowMatch
body_proper,UBERON:0013702,GZMK+IL7R+ CD8 T cell,PAZ:0000453,granzyme K-associated CD8 T cell:IL7R-positive,CL:4052021,skos:narrowMatch
body_proper,UBERON:0013702,Pulmonary ionocyte,PAZ:0000454,pulmonary ionocyte,CL:0017000,skos:narrowMatch
