Crosswalk of VCCF Types annotated cells to Cell Ontology,,,,,,
,,,,,,
Author Name(s):,Aleix Puig-Barbe,,,,,
pancreas-geomx-ufl_L1,UBERON:0001264,VCCF:0000408,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
pancreas-geomx-ufl_L2,UBERON:0001264,VCCF:0000409,beta cell,type B pancreatic cell,CL:0000169,skos:exactMatch
pancreas-geomx-ufl_L2,UBERON:0001264,VCCF:0000410,gland epithelium cell,epithelial cell:gland,CL:0000066,skos:narrowMatch
pancreas-geomx-ufl_L2,UBERON:0001264,VCCF:0000411,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
pancreas-geomx-ufl_L3,UBERON:0001264,VCCF:0000412,beta cell:pancreatic,type B pancreatic cell,CL:0000169,skos:exactMatch
pancreas-geomx-ufl_L3,UBERON:0001264,VCCF:0000413,epithelial cell:ductal,duct epithelial cell,CL:0000068,skos:exactMatch
pancreas-geomx-ufl_L3,UBERON:0001264,VCCF:0000414,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
skin-celldive-ge_L1,UBERON:0002097,VCCF:0000415,immune cell,leukocyte,CL:0000738,skos:exactMatch
skin-celldive-ge_L1,UBERON:0002097,VCCF:0000416,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
skin-celldive-ge_L2,UBERON:0002097,VCCF:0000417,macrophage,macrophage,CL:0000235,skos:exactMatch
skin-celldive-ge_L2,UBERON:0002097,VCCF:0000418,t cell,T cell,CL:0000084,skos:exactMatch
skin-celldive-ge_L2,UBERON:0002097,VCCF:0000419,keratinocyte,keratinocyte,CL:0000312,skos:exactMatch
skin-celldive-ge_L3,UBERON:0002097,VCCF:0000420,macrophage,macrophage,CL:0000235,skos:exactMatch
skin-celldive-ge_L3,UBERON:0002097,VCCF:0000421,t cell:cd8+,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
skin-celldive-ge_L3,UBERON:0002097,VCCF:0000422,keratinocyte:ddb2+,keratinocyte:ddb2-positive,CL:0000312,skos:narrowMatch
skin-celldive-ge_L3,UBERON:0002097,VCCF:0000423,t cell:cd4+,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
skin-celldive-ge_L3,UBERON:0002097,VCCF:0000424,keratinocyte:ki67+ proliferating,keratinocyte:ki67-positive proliferating,CL:0000312,skos:narrowMatch
skin-celldive-ge_L3,UBERON:0002097,VCCF:0000425,keratinocyte:p53+,keratinocyte:p53-positive,CL:0000312,skos:narrowMatch
skin-celldive-ge_L3,UBERON:0002097,VCCF:0000426,t cell:regulatory,regulatory T cell,CL:0000815,skos:exactMatch
skin-confocal-sorgerlab_L1,UBERON:0002097,VCCF:0000427,immune cell,leukocyte,CL:0000738,skos:exactMatch
skin-confocal-sorgerlab_L1,UBERON:0002097,VCCF:0000428,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
skin-confocal-sorgerlab_L1,UBERON:0002097,VCCF:0000429,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000430,b cell,B cell,CL:0000236,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000431,dendritic cell,dendritic cell,CL:0000451,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000432,t cell,T cell,CL:0000084,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000433,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000434,keratinocyte,keratinocyte,CL:0000312,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000435,langerhans cell,Langerhans cell,CL:0000453,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000436,leukocyte,leukocyte,CL:0000738,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000437,macrophage,macrophage,CL:0000235,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000438,myeloid cell,myeloid cell,CL:0000763,skos:exactMatch
skin-confocal-sorgerlab_L2,UBERON:0002097,VCCF:0000439,abnormal cell,abnormal cell,CL:0001061,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000440,b cell,B cell,CL:0000236,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000441,dendritic cell:cd11b+,CD11b-positive dendritic cell,CL:0002465,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000442,t cell:cd4+,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000443,t cell:cd8+,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000444,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000445,dendritic cell,dendritic cell,CL:0000451,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000446,keratinocyte,keratinocyte,CL:0000312,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000447,langerhans cell,Langerhans cell,CL:0000453,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000448,leukocyte,leukocyte,CL:0000738,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000449,macrophage,macrophage,CL:0000235,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000450,myeloid cell,myeloid cell,CL:0000763,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000451,t cell:regulatory,regulatory T cell,CL:0000815,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000452,t cell:memory,memory T cell,CL:0000813,skos:exactMatch
skin-confocal-sorgerlab_L3,UBERON:0002097,VCCF:0000453,tumor cell,neoplastic cell,CL:0001063,skos:exactMatch
spleen-codex-ufl_L1,UBERON:0002106,VCCF:0000454,immune cell,leukocyte,CL:0000738,skos:exactMatch
spleen-codex-ufl_L1,UBERON:0002106,VCCF:0000455,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L1,UBERON:0002106,VCCF:0000456,endothelial cell,endothelial cell,CL:0000115,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,VCCF:0000457,b cell,B cell,CL:0000236,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,VCCF:0000458,t cell,T cell,CL:0000084,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,VCCF:0000459,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L2,UBERON:0002106,VCCF:0000460,endothelial cell of sinusoid,endothelial cell of sinusoid,CL:0002262,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,VCCF:0000461,macrophage,macrophage,CL:0000235,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,VCCF:0000462,myeloid cell,myeloid cell,CL:0000763,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,VCCF:0000463,neutrophil,neutrophil,CL:0000775,skos:exactMatch
spleen-codex-ufl_L2,UBERON:0002106,VCCF:0000464,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000465,b cell,B cell,CL:0000236,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000466,t cell:cd4+ alpha-beta memory,"CD4-positive, alpha-beta memory T cell",CL:0000897,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000467,t cell:cd8+ alpha-beta memory,"CD8-positive, alpha-beta memory T cell",CL:0000909,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000468,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000469,cell:proliferating,cell:proliferating,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000470,endothelial cell of sinusoid,endothelial cell of sinusoid,CL:0002262,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000471,b cell:follicular,follicular B cell,CL:0000843,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000472,macrophage,macrophage,CL:0000235,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000473,myeloid cell,myeloid cell,CL:0000763,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000474,neutrophil/monocyte,myeloid leukocyte:neutrophil/monocyte,CL:0000766,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000475,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000476,CD68,cell:CD68-positive,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000477,DDB2,cell:DDB2-positive,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000478,KI67,cell:KI67-positive,CL:0000000,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000479,Neutrophils/Monocytes,myeloid leukocyte:Neutrophils/Monocytes,CL:0000766,skos:narrowMatch
spleen-codex-ufl_L3,UBERON:0002106,VCCF:0000480,P53,cell:P53-positive,CL:0000000,skos:narrowMatch
tonsil-codex-stanford_L1,UBERON:0002372,VCCF:0000481,immune cell,leukocyte,CL:0000738,skos:exactMatch
tonsil-codex-stanford_L1,UBERON:0002372,VCCF:0000482,neural cell,neural cell,CL:0002319,skos:exactMatch
tonsil-codex-stanford_L1,UBERON:0002372,VCCF:0000483,mesenchymal cell,mesenchymal cell,CL:0008019,skos:exactMatch
tonsil-codex-stanford_L1,UBERON:0002372,VCCF:0000484,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,VCCF:0000485,b cell,B cell,CL:0000236,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,VCCF:0000486,lymphoid cell,lymphocyte,CL:0000542,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,VCCF:0000487,neuron,neuron,CL:0000540,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,VCCF:0000488,stromal cell,stromal cell,CL:0000499,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,VCCF:0000489,muscle cell,muscle cell,CL:0000187,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,VCCF:0000490,squamous epithelial cell,squamous epithelial cell,CL:0000076,skos:exactMatch
tonsil-codex-stanford_L2,UBERON:0002372,VCCF:0000491,t cell,T cell,CL:0000084,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,VCCF:0000492,b cell,B cell,CL:0000236,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,VCCF:0000493,lymphoid cell:innate,innate lymphoid cell,CL:0001065,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,VCCF:0000494,neuron,neuron,CL:0000540,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,VCCF:0000495,stromal cell:podoplanin+,stromal cell:podoplanin-positive,CL:0000499,skos:narrowMatch
tonsil-codex-stanford_L3,UBERON:0002372,VCCF:0000496,plasma cell,plasma cell,CL:0000786,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,VCCF:0000497,muscle cell:smooth,smooth muscle cell,CL:0000192,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,VCCF:0000498,squamous epithelial cell,squamous epithelial cell,CL:0000076,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,VCCF:0000499,stromal cell,stromal cell,CL:0000499,skos:exactMatch
tonsil-codex-stanford_L3,UBERON:0002372,VCCF:0000500,t cell,T cell,CL:0000084,skos:exactMatch
,,VCCF:0000501,endothelial cell,endothelial cell,CL:0000115,skos:exactMatch
,,VCCF:0000502,endothelial cell of vascular tree,endothelial cell of vascular tree,CL:0002139,skos:exactMatch
