"Anatomical Structures, Cell Types and Biomarkers Table for Heart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Shin Lin; Marc Halushka; Avinash Boppana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0003-0118-0413; 0000-0002-7112-7389; 0000-0003-0834-8274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Kalyanam Shivkumar; Peter Hanna; Ellen M. Quardokus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-4121-1766; 0000-0003-3092-5090; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,https://doi.org/ 10.1038/s41586-020-2797-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM885.QSGJ.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"December 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/3/NOTE,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,Combined gene Markers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/1/NOTES,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/2/NOTES,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/3/NOTES,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/4/NOTES,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/ID,REF/1/NOTES,REF/2,REF/2/ID,REF/2/NOTES
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,left obtuse marginal branch of the left coronary artery,Left marginal artery,FMA:3902,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,left obtuse marginal branch of the left coronary artery,Left marginal artery,FMA:3902,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,left obtuse marginal branch of the left coronary artery,Left marginal artery,FMA:3902,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,posterior left ventricular branch of the right coronary artery,Posterior ventricular branch of right coronary artery,FMA:3835,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,posterior left ventricular branch of the right coronary artery,Posterior ventricular branch of right coronary artery,FMA:3835,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,posterior left ventricular branch of the right coronary artery,Posterior ventricular branch of right coronary artery,FMA:3835,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,left marginal vein,left marginal vein,FMA:4708,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,left marginal vein,left marginal vein,FMA:4708,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,left marginal vein,left marginal vein,FMA:4708,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,posterior vein of the left ventricle,Posterior vein of left ventricle,FMA:4712,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,posterior vein of the left ventricle,Posterior vein of left ventricle,FMA:4712,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,left ventricle,heart left ventricle,UBERON:0002084,posterior vein of the left ventricle,Posterior vein of left ventricle,FMA:4712,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,left anterior descending artery,left anterior descending artery,UBERON:8600102,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,left anterior descending artery,left anterior descending artery,UBERON:8600102,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,left anterior descending artery,left anterior descending artery,UBERON:8600102,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,posterior descending artery,posterior descending artery,FMA:3840,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,posterior descending artery,posterior descending artery,FMA:3840,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,posterior descending artery,posterior descending artery,FMA:3840,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,septal perforating arteries,septal perforating artery,UBERON:8600063,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,septal perforating arteries,septal perforating artery,UBERON:8600063,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,septal perforating arteries,septal perforating artery,UBERON:8600063,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,great cardiac vein,great vein of heart,UBERON:0006958,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,great cardiac vein,great vein of heart,UBERON:0006958,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,great cardiac vein,great vein of heart,UBERON:0006958,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,middle cardiac vein,middle cardiac vein,UBERON:0009687,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,middle cardiac vein,middle cardiac vein,UBERON:0009687,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,middle cardiac vein,middle cardiac vein,UBERON:0009687,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,,,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,vasculature,capillary,UBERON:0001982,,pericyte,pericyte,CL:0000669,,,,,,,,"RGS5, ABCC9, KCNJ8",RGS5,regulator of G protein signaling 5,HGNC:10001,,ABCC9,ATP binding cassette subfamily C member 9,HGNC:60,,KCNJ8,potassium inwardly rectifying channel subfamily J member 8,HGNC:6269,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,vasculature,capillary,UBERON:0001982,,capillary endothelial cell,capillary endothelial cell,CL:0002144,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:10001,,ABCC9,ATP binding cassette subfamily C member 9,HGNC:60,,KCNJ8,potassium inwardly rectifying channel subfamily J member 8,HGNC:6269,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,vasculature,venule,UBERON:0001979,,pericyte,pericyte,CL:0000669,,,,,,,,"RGS5, ABCC9, KCNJ8",RGS5,regulator of G protein signaling 5,HGNC:10001,,ABCC9,ATP binding cassette subfamily C member 9,HGNC:60,,KCNJ8,potassium inwardly rectifying channel subfamily J member 8,HGNC:6269,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,atrioventricular bundle,bundle of His,UBERON:0002353,,pacemaker cardiomyocyte,cardiac pacemaker cell of sinoatrial node,CL:1000477,,,,,,,,"HCN4, Cx45",HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,HGNC:16882,,GJC1,gap junction protein gamma 1,HGNC:4280,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,cardiomyocyte,cardiac muscle cell,CL:0000746,,,,,,,,"TTN, MYH7, MYL2, FHL2",TTN,titin,HGNC:12403,,MYH7,myosin heavy chain 7,HGNC:7577,,MYL2,myosin light chain 2,HGNC:7583,,FHL2,four and a half LIM domains 2,HGNC:3703,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,Purkinje fiber cell,Purkinje myocyte,CL:0002068,,,,,,,,"GJA5, HCN4",GJA5,gap junction protein alpha 5,HGNC:4279,,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,HGNC:16882,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,macrophage,macrophage,CL:0000235,,,,,,,,"CD14,C1QA,CD68, FOLR2",CD14,CD14 molecule,HGNC:1628,,C1QA,complement C1q A chain,HGNC:1241,,CD68,CD68 molecule,HGNC:1693,,FOLR2,folate receptor beta,HGNC:3793,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,telocyte (interstitial like cell of cajal),telocyte,CL:0017004,,,,,,,,"CD34,vimentin",CD34,CD34 molecule,HGNC:1662,,VIM,vimentin,HGNC:12692,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,lymphocyte,lymphocyte,CL:0000542,,,,,,,,"CD8A,NKG7,LCK",CD8A,CD8 subunit alpha,HGNC:1706,,NKG7,natural killer cell granule protein 7,HGNC:7830,,LCK,"LCK proto-oncogene, Src family tyrosine kinase",HGNC:6524,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,dendritic cell,"dendritic cell, human",CL:0001056,,,,,,,,"CD11b, CD11c, CD103, CD205",ITGAM,integrin subunit alpha M,HGNC:6149,alias CD11b,ITGAX,integrin subunit alpha X,HGNC:6152,alias CD11c,ITGAE,integrin subunit alpha E,HGNC:6147,alias CD103,LY75,lymphocyte antigen 75,HGNC:6729,alias CD205,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,adipocyte,adipocyte,CL:0000136,,,,,,,,"GPAM, LEP, FASN",GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial",HGNC:24865,,LEP,leptin,HGNC:6553,,FASN,fatty acid synthase,HGNC:3594,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,mast cell,mast cell,CL:0000097,,,,,,,,"CD117, MS4A2",CD117,"KIT proto-oncogene, receptor tyrosine kinase ",HGNC:6342,,MS4A2,Membrane Spanning 4-Domains A2,HGNC:7316,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,lymphatic endothelial cell,endothelial cell of lymphatic vessel,CL:0002138,,,,,,,,"LYVE1, PDPN",LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,HGNC:14687,,PDPN,podoplanin,HGNC:29602,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,B lymphocyte,B cell,CL:0000236,,,,,,,,"CD19, CD20",CD19,B-Lymphocyte Surface Antigen B4,HGNC:1633,,CD20,Membrane Spanning 4-Domains A1,HGNC:7315,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,NK/T lymphocyte,natural killer cell,CL:0000623,,,,,,,,"NKG7, GNLY,  GZMA,",NKG7,natural killer cell granule protein 7,HGNC:7830,,GNLY,granulysin,HGNC:4414,,GZMA,granzyme A,HGNC:4708,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,ILC,innate lymphoid cell,CL:0001065,,,,,,,,CD127,CD127,interleukin 7 receptor,HGNC:6024,,,,,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,septum,interventricular septum,UBERON:0002094,myocardium,cardiac muscle tissue of interventricular septum,UBERON:0003383 ,,endocardial,endocardial cell,CL:0002350,,,,,,,,"NPR3, PCDH7",NPR3,natriuretic peptide receptor 3,HGNC:7945,,PCDH7,protocadherin 7,HGNC:8659,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,mast cell,mast cell,CL:0000097,,,,,,,,"CD117, MS4A2",CD117,"KIT proto-oncogene, receptor tyrosine kinase ",HGNC:6342,,MS4A2,Membrane Spanning 4-Domains A2,HGNC:7316,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,lymphatic endothelial cell,endothelial cell of lymphatic vessel,CL:0002138,,,,,,,,"LYVE1, PDPN",LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,HGNC:14687,,PDPN,podoplanin,HGNC:29602,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,B lymphocyte,B cell,CL:0000236,,,,,,,,"CD19, CD20",CD19,B-Lymphocyte Surface Antigen B4,HGNC:1633,,CD20,Membrane Spanning 4-Domains A1,HGNC:7315,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,NK/T lymphocyte,natural killer cell,CL:0000623,,,,,,,,"NKG7, GNLY,  GZMA,",NKG7,natural killer cell granule protein 7,HGNC:7830,,GNLY,granulysin,HGNC:4414,,GZMA,granzyme A,HGNC:4708,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,ILC,innate lymphoid cell,CL:0001065,,,,,,,,CD127,CD127,interleukin 7 receptor,HGNC:6024,,,,,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,endocardial,endocardial cell,CL:0002350,,,,,,,,"NPR3, PCDH7",NPR3,natriuretic peptide receptor 3,HGNC:7945,,PCDH7,protocadherin 7,HGNC:8659,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,cardiomyocyte,cardiac muscle cell,CL:0000746,,,,,,,,"TTN, MYH7, MYL2, FHL2",TTN,titin,HGNC:12403,,MYH7,myosin heavy chain 7,HGNC:7577,,MYL2,myosin light chain 2,HGNC:7583,,FHL2,four and a half LIM domains 2,HGNC:3703,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,Purkinje fiber cell,Purkinje myocyte,CL:0002068,,,,,,,,"GJA5, HCN4",GJA5,gap junction protein alpha 5,HGNC:4279,,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,HGNC:16882,,,,,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,fibroblast,cardiac ventricle fibroblast,CL:2000066,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,myocardium,right ventricle myocardium,UBERON:0006567,,macrophage,macrophage,CL:0000235,,,,,,,,"CD14,C1QA,CD68, FOLR2",CD14,CD14 molecule,HGNC:1628,,C1QA,complement C1q A chain,HGNC:1241,,CD68,CD68 molecule,HGNC:1693,,FOLR2,folate receptor beta,HGNC:3793,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,conus artery,conus artery,UBERON:0039232,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,conus artery,conus artery,UBERON:0039232,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,conus artery,conus artery,UBERON:0039232,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,right marginal artery,right marginal artery,FMA:3818,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,right marginal artery,right marginal artery,FMA:3818,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,right marginal artery,right marginal artery,FMA:3818,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,anterior cardiac veins,Anterior cardiac vein,FMA:76767,,endothelial cell,endothelial cell of artery,CL:1000413,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,anterior cardiac veins,Anterior cardiac vein,FMA:76767,,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,,,,,,,,"MYH11,TAGLN,ACTA2",MYH11,myosin heavy chain 11,HGNC:7569,,TAGLN,transgelin,HGNC:11553,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,anterior cardiac veins,Anterior cardiac vein,FMA:76767,,fibroblast,fibroblast,CL:0000057,,,,,,,,"PDGFRA, GSN, DCN",PDGFRA,platelet derived growth factor receptor alpha,HGNC:8803,,GSN,gelsolin,HGNC:4620,,DCN,decorin,HGNC:2705,,,,,,,,,,,,,,
heart,heart,UBERON:0000948,right ventricle,heart right ventricle,UBERON:0002080,vasculature,vasculature,UBERON:0002049,,endothelial cell,blood vessel endothelial cell,CL:0000071,,,,,,,,"PECAM1, VWF, CDH5",PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,,VWF,von Willebrand factor,HGNC:12726,,CDH5,cadherin 5,HGNC:1764,,,,,,,,,,,,,,
